,county,state,Lat,Lng
1766,Preble,Ohio,39.7778251,-84.68974949999999
1767,Richland,Ohio,40.7566723,-82.5185837
1768,Ross,Ohio,39.3122782,-84.65050339999999
1769,Sandusky,Ohio,41.4561754,-82.71168209999999
1770,Scioto,Ohio,38.861065,-82.99316069999999
1771,Seneca,Ohio,41.1585179,-83.1649001
1772,Shelby,Ohio,40.88144519999999,-82.6618424
1773,Stark,Ohio,40.8684676,-81.2518833
1774,Summit,Ohio,41.0918991,-81.5596427
1775,Trumbull,Ohio,41.3064984,-80.7214417
1776,Tuscarawas,Ohio,40.3947887,-81.4070577
1777,Union,Ohio,39.8978327,-84.3063343
1778,Van Wert,Ohio,40.8694927,-84.58412229999999
1779,Warren,Ohio,41.2375569,-80.81841659999999
1780,Washington,Ohio,39.4626397,-81.47183869999999
1781,Wayne,Ohio,41.3014415,-83.4735393
1782,Williams,Ohio,41.55076020000001,-84.5222189
1783,Wood,Ohio,41.34784579999999,-83.67739279999999
1784,Wyandot,Ohio,40.8471492,-83.33618799999999
1785,Adair,Oklahoma,36.4367575,-95.2713584
1786,Atoka,Oklahoma,34.3859257,-96.12832519999999
1787,Beaver,Oklahoma,36.81613710000001,-100.5198713
1788,Beckham,Oklahoma,35.2687266,-99.634135
1789,Bryan,Oklahoma,33.902127,-96.3226072
1790,Caddo,Oklahoma,34.1267595,-96.26332289999999
1791,Canadian,Oklahoma,35.1773201,-95.65526589999999
1792,Carter,Oklahoma,35.2189409,-99.50564650000001
1793,Cherokee,Oklahoma,36.7544746,-98.3567403
1794,Choctaw,Oklahoma,35.4975625,-97.2689212
1795,Cleveland,Oklahoma,36.3100688,-96.4641886
1796,Comanche,Oklahoma,34.3689747,-97.96392399999999
1797,Cotton,Oklahoma,34.309094,-98.3964938
1798,Craig,Oklahoma,36.7571907,-95.1432068
1799,Creek,Oklahoma,35.8362494,-96.3226072
1800,Custer,Oklahoma,35.6710818,-98.92453429999999
1801,Delaware,Oklahoma,36.7786985,-95.6394227
1802,Dewey,Oklahoma,36.7959193,-95.9355387
1803,Garfield,Oklahoma,36.4361392,-97.87216
1804,Garvin,Oklahoma,33.9539972,-94.9424443
1805,Grady,Oklahoma,35.0472662,-97.87216
1806,Grant,Oklahoma,33.9430894,-95.5138162
1807,Greer,Oklahoma,34.9338651,-99.456155
1808,Jackson,Oklahoma,34.5834576,-99.456155
1809,Jefferson,Oklahoma,36.7205853,-97.79060989999999
1810,Kay,Oklahoma,36.8234478,-97.179026
1811,Kingfisher,Oklahoma,35.861432,-97.9317203
1812,Kiowa,Oklahoma,34.7206515,-95.89915859999999
1813,Latimer,Oklahoma,34.835035,-95.3102505
1814,Le Flore,Oklahoma,34.8984359,-94.9818513
1815,Lincoln,Oklahoma,35.6342646,-96.83509989999999
1816,Logan,Oklahoma,36.5726391,-100.2171969
1817,Love,Oklahoma,33.985839,-97.2221421
1818,Major,Oklahoma,36.3479671,-98.5281613
1819,Marshall,Oklahoma,36.1539272,-97.6256045
1820,Mayes,Oklahoma,36.2322429,-95.3102505
1821,McClain,Oklahoma,35.0282316,-97.4814163
1822,McCurtain,Oklahoma,35.1498196,-94.97078909999999
1823,Murray,Oklahoma,34.4383273,-97.0498442
1824,Muskogee,Oklahoma,35.7478769,-95.3696909
1825,Noble,Oklahoma,35.1392357,-97.394753
1826,Nowata,Oklahoma,36.700645,-95.6380341
1827,Okfuskee,Oklahoma,35.4878871,-96.3226072
1828,Oklahoma,Oklahoma,35.4675602,-97.5164276
1829,Okmulgee,Oklahoma,35.6266957,-95.9515399
1830,Osage,Oklahoma,36.2928497,-96.4158527
1831,Ottawa,Oklahoma,36.7710787,-94.81059549999999
1832,Pawnee,Oklahoma,36.3378321,-96.8039232
1833,Payne,Oklahoma,34.9061837,-97.5300307
1834,Pittsburg,Oklahoma,34.7131522,-95.84998979999999
1835,Pontotoc,Oklahoma,34.4887028,-96.625838
1836,Pottawatomie,Oklahoma,35.275439,-97.0068393
1837,Rogers,Oklahoma,36.3898068,-95.6457951
1838,Seminole,Oklahoma,35.2245201,-96.67057299999999
1839,Sequoyah,Oklahoma,36.3728917,-95.5622252
1840,Stephens,Oklahoma,34.5203466,-97.87216
1841,Texas,Oklahoma,35.392181,-97.491659
1842,Tillman,Oklahoma,34.4478348,-98.92453429999999
1843,Tulsa,Oklahoma,36.1539816,-95.99277500000001
1844,Wagoner,Oklahoma,35.9595442,-95.36941159999999
1845,Washington,Oklahoma,35.0589583,-97.4844761
1846,Woodward,Oklahoma,36.4336481,-99.3903862
1847,Benton,Oregon,44.6281686,-123.3873877
1848,Clackamas,Oregon,45.4076205,-122.5703692
1849,Clatsop,Oregon,46.0210796,-123.7653042
1850,Columbia,Oregon,45.9197103,-123.0357231
1851,Crook,Oregon,44.0978126,-120.0963654
1852,Curry,Oregon,42.54405029999999,-124.2781762
1853,Deschutes,Oregon,44.1565074,-121.2555881
1854,Douglas,Oregon,43.1260694,-123.2492364
1855,Grant,Oregon,44.4384077,-118.8917326
1856,Hood River,Oregon,45.7067985,-121.528087
1857,Jackson,Oregon,42.334535,-122.7646577
1858,Josephine,Oregon,42.3447572,-123.4568737
1859,Klamath,Oregon,42.69527670000001,-121.6142133
1860,Lane,Oregon,43.9610092,-122.6618227
1861,Lincoln,Oregon,44.609549,-123.9423591
1862,Linn,Oregon,45.3859859,-122.6400839
1863,Malheur,Oregon,43.21716,-117.5791892
1864,Marion,Oregon,44.7490108,-122.942314
1865,Morrow,Oregon,45.4514124,-119.6243921
1866,Multnomah,Oregon,45.5145659,-122.5863211
1867,Polk,Oregon,44.9266528,-123.4919256
1868,Sherman,Oregon,45.4122013,-120.753042
1869,Tillamook,Oregon,45.4562158,-123.8440137
1870,Umatilla,Oregon,45.9173549,-119.3425179
1871,Union,Oregon,45.2084696,-117.8652126
1872,Wallowa,Oregon,45.5701445,-117.5282416
1873,Wasco,Oregon,45.5917918,-120.698113
1874,Washington,Oregon,45.5469616,-123.1386021
1875,Yamhill,Oregon,45.3415045,-123.1878238
1876,Adams,Pennsylvania,39.8522417,-77.2864879
1877,Allegheny,Pennsylvania,40.4450813,-80.0087746
1878,Armstrong,Pennsylvania,40.8790518,-79.4703885
1879,Beaver,Pennsylvania,40.6953437,-80.30478459999999
1880,Bedford,Pennsylvania,40.0186921,-78.50390689999999
1881,Berks,Pennsylvania,40.3451566,-75.9927652
1882,Blair,Pennsylvania,40.4531318,-78.3842227
1883,Bradford,Pennsylvania,41.9564953,-78.649163
1884,Bucks,Pennsylvania,40.4107964,-75.2479061
1885,Butler,Pennsylvania,40.8611755,-79.89533279999999
1886,Cambria,Pennsylvania,40.4894231,-78.74762079999999
1887,Cameron,Pennsylvania,41.4261564,-78.1564432
1888,Carbon,Pennsylvania,40.901975,-75.667356
1889,Centre,Pennsylvania,40.8765649,-77.8367282
1890,Chester,Pennsylvania,39.849557,-75.3557457
1891,Clarion,Pennsylvania,41.2147851,-79.3853218
1892,Clearfield,Pennsylvania,41.0272796,-78.4391876
1893,Clinton,Pennsylvania,40.4913949,-80.2973027
1894,Columbia,Pennsylvania,40.0337085,-76.50440979999999
1895,Crawford,Pennsylvania,41.6661391,-80.2767327
1896,Cumberland,Pennsylvania,40.1299841,-77.2405153
1897,Dauphin,Pennsylvania,40.3673093,-76.9310859
1898,Delaware,Pennsylvania,39.907793,-75.3878525
1899,Elk,Pennsylvania,41.4284924,-78.5660852
1900,Erie,Pennsylvania,42.12922409999999,-80.085059
1901,Fayette,Pennsylvania,39.9272324,-79.6502105
1902,Forest,Pennsylvania,41.53410119999999,-79.24511489999999
1903,Franklin,Pennsylvania,41.3978358,-79.8314437
1904,Fulton,Pennsylvania,39.9048759,-78.1564432
1905,Greene,Pennsylvania,39.8113005,-80.1875065
1906,Huntingdon,Pennsylvania,40.48479589999999,-78.0102813
1907,Indiana,Pennsylvania,40.6214551,-79.15253489999999
1908,Jefferson,Pennsylvania,39.9300749,-80.0589461
1909,Juniata,Pennsylvania,40.5521642,-77.4242972
1910,Lackawanna,Pennsylvania,41.4421199,-75.5742467
1911,Lancaster,Pennsylvania,40.0378755,-76.3055144
1912,Lawrence,Pennsylvania,40.3064774,-80.128901
1913,Lebanon,Pennsylvania,40.3409251,-76.4113497
1914,Lehigh,Pennsylvania,40.6519679,-75.5742467
1915,Luzerne,Pennsylvania,41.2856365,-75.9010304
1916,Lycoming,Pennsylvania,41.2720004,-77.10249019999999
1917,McKean,Pennsylvania,41.9968852,-80.1433144
1918,Mercer,Pennsylvania,41.2270025,-80.2397852
1919,Mifflin,Pennsylvania,40.5695217,-77.4027674
1920,Monroe,Pennsylvania,41.0458376,-75.2479061
1921,Montgomery,Pennsylvania,41.1703592,-76.8769076
1922,Montour,Pennsylvania,41.02623029999999,-76.6874701
1923,Northampton,Pennsylvania,40.6862075,-75.4968501
1924,Northumberland,Pennsylvania,40.8917519,-76.7974653
1925,Perry,Pennsylvania,40.371376,-77.2405153
1926,Philadelphia,Pennsylvania,39.9525839,-75.1652215
1927,Pike,Pennsylvania,41.3361875,-75.06111469999999
1928,Potter,Pennsylvania,41.6682559,-77.8367282
1929,Schuylkill,Pennsylvania,40.6873058,-76.17837390000001
1930,Snyder,Pennsylvania,40.750748,-77.0564464
1931,Somerset,Pennsylvania,40.008411,-79.0780831
1932,Sullivan,Pennsylvania,41.4781004,-76.5025742
1933,Susquehanna,Pennsylvania,41.9436071,-75.5991789
1934,Tioga,Pennsylvania,41.9086848,-77.1330265
1935,Union,Pennsylvania,40.9894888,-77.0564464
1936,Venango,Pennsylvania,41.7725563,-80.1131125
1937,Warren,Pennsylvania,41.8439486,-79.1450445
1938,Washington,Pennsylvania,40.17396,-80.2461714
1939,Wayne,Pennsylvania,40.0415996,-75.3698895
1940,Westmoreland,Pennsylvania,40.2353963,-79.4703885
1941,Wyoming,Pennsylvania,41.3117471,-75.83741739999999
1942,York,Pennsylvania,39.9625984,-76.727745
1943,Bristol,Rhode Island,41.6771101,-71.26620249999999
1944,Kent,Rhode Island,41.6579147,-71.7147951
1945,Newport,Rhode Island,41.4901024,-71.3128285
1946,Providence,Rhode Island,41.8239891,-71.4128343
1947,Washington,Rhode Island,41.45681130000001,-71.6673352
1948,Abbeville,South Carolina,34.1781719,-82.3790147
1949,Aiken,South Carolina,33.5604168,-81.7195533
1950,Allendale,South Carolina,33.0079345,-81.3084405
1951,Anderson,South Carolina,34.5034394,-82.6501332
1952,Bamberg,South Carolina,33.2971012,-81.0348202
1953,Barnwell,South Carolina,33.2448733,-81.3587177
1954,Beaufort,South Carolina,32.4315813,-80.6698286
1955,Berkeley,South Carolina,33.1260618,-80.0087746
1956,Calhoun,South Carolina,33.6738638,-80.7657804
1957,Charleston,South Carolina,32.7764749,-79.93105120000001
1958,Cherokee,South Carolina,35.0120404,-81.6035062
1959,Chester,South Carolina,34.7048613,-81.2142561
1960,Chesterfield,South Carolina,34.7359889,-80.0881194
1961,Clarendon,South Carolina,33.6734243,-80.1875065
1962,Colleton,South Carolina,32.8242297,-80.7214417
1963,Darlington,South Carolina,34.2998762,-79.8761741
1964,Dillon,South Carolina,34.4165505,-79.3711579
1965,Dorchester,South Carolina,33.1680383,-80.54384499999999
1966,Edgefield,South Carolina,33.7895774,-81.9295582
1967,Fairfield,South Carolina,34.4478348,-81.0754657
1968,Florence,South Carolina,34.1954331,-79.7625625
1969,Georgetown,South Carolina,33.376834,-79.2944964
1970,Greenville,South Carolina,34.85261759999999,-82.3940104
1971,Greenwood,South Carolina,34.1954001,-82.1617883
1972,Hampton,South Carolina,32.8779425,-81.12760519999999
1973,Horry,South Carolina,33.9196567,-78.9288242
1974,Jasper,South Carolina,32.491436,-81.0754657
1975,Kershaw,South Carolina,34.5518201,-80.5836836
1976,Lancaster,South Carolina,34.7204257,-80.7709014
1977,Laurens,South Carolina,34.4990116,-82.0142597
1978,Lee,South Carolina,34.1630345,-80.23213129999999
1979,Lexington,South Carolina,33.9815369,-81.2362107
1980,Marion,South Carolina,34.178216,-79.4006069
1981,Marlboro,South Carolina,34.5582435,-79.6951103
1982,McCormick,South Carolina,33.9134577,-82.29345850000001
1983,Newberry,South Carolina,34.2745833,-81.6187178
1984,Oconee,South Carolina,34.74924500000001,-82.99316069999999
1985,Orangeburg,South Carolina,33.4918203,-80.8556476
1986,Pickens,South Carolina,34.8834489,-82.7073573
1987,Richland,South Carolina,34.0412165,-80.9428911
1988,Saluda,South Carolina,34.0015232,-81.77205219999999
1989,Spartanburg,South Carolina,34.9495672,-81.9320482
1990,Sumter,South Carolina,33.9204354,-80.3414693
1991,Union,South Carolina,34.7154122,-81.623711
1992,Williamsburg,South Carolina,33.62936060000001,-79.6502105
1993,York,South Carolina,34.9943021,-81.24201750000002
1994,Aurora,South Dakota,44.2841347,-96.68560599999999
1995,Beadle,South Dakota,44.4797351,-98.2212979
1996,Bon Homme,South Dakota,42.9814835,-97.87216
1997,Brookings,South Dakota,44.3113573,-96.79838769999999
1998,Brown,South Dakota,45.7581522,-98.25426519999999
1999,Charles Mix,South Dakota,43.0985109,-98.3964938
2000,Clark,South Dakota,44.877743,-97.7331411
2001,Clay,South Dakota,42.8829344,-97.0068393
2002,Codington,South Dakota,44.9953593,-97.23487460000001
2003,Corson,South Dakota,43.6163628,-96.57171179999999
2004,Davison,South Dakota,43.7242124,-98.2212979
2005,Deuel,South Dakota,44.7311414,-96.663812
2006,Fall River,South Dakota,43.2240279,-103.4511768
2007,Faulk,South Dakota,45.0827008,-99.1531325
2008,Hamlin,South Dakota,44.6998712,-97.179026
2009,Hughes,South Dakota,44.3535022,-99.8124935
2010,Hutchinson,South Dakota,43.3017202,-97.69822719999999
2011,Jerauld,South Dakota,44.0364698,-98.61606739999999
2012,Lake,South Dakota,44.5656189,-97.0821162
2013,Lawrence,South Dakota,44.31065299999999,-103.7979877
2014,Lincoln,South Dakota,43.2026862,-96.83509989999999
2015,Lyman,South Dakota,43.9016694,-99.8124935
2016,Marshall,South Dakota,45.7271214,-97.60462350000002
2017,McCook,South Dakota,43.6310744,-97.35165579999999
2018,Meade,South Dakota,44.4415188,-102.6855069
2019,Miner,South Dakota,44.0643951,-97.69822719999999
2020,Minnehaha,South Dakota,43.6631787,-96.83509989999999
2021,Oglala Lakota,South Dakota,43.2437442,-102.6216211
2022,Pennington,South Dakota,43.8901111,-102.2547919
2023,Roberts,South Dakota,45.611639,-97.0335771
2024,Spink,South Dakota,42.880283,-96.7279918
2025,Todd,South Dakota,43.2115664,-100.7097867
2026,Turner,South Dakota,43.3355563,-97.179026
2027,Union,South Dakota,42.8621348,-96.7065914
2028,Yankton,South Dakota,42.87110879999999,-97.39728129999999
2029,Anderson,Tennessee,36.0809574,-84.2278796
2030,Bedford,Tennessee,35.4702472,-86.4592091
2031,Benton,Tennessee,35.1742411,-84.6535468
2032,Bledsoe,Tennessee,35.6028856,-85.2308414
2033,Blount,Tennessee,35.6710541,-83.8473015
2034,Bradley,Tennessee,35.1937778,-84.8567932
2035,Campbell,Tennessee,36.3817326,-84.1857115
2036,Cannon,Tennessee,35.8070317,-86.05296039999999
2037,Carroll,Tennessee,35.9917193,-88.4016041
2038,Carter,Tennessee,36.2638604,-82.12783999999999
2039,Cheatham,Tennessee,36.184749,-87.10237459999999
2040,Chester,Tennessee,35.4270939,-88.6723578
2041,Claiborne,Tennessee,36.4830423,-83.63484299999999
2042,Clay,Tennessee,36.5701766,-85.56121
2043,Cocke,Tennessee,35.9359517,-83.12200740000002
2044,Coffee,Tennessee,35.4576849,-86.05296039999999
2045,Cumberland,Tennessee,35.8994729,-85.02334599999999
2046,Davidson,Tennessee,36.1342563,-86.8220341
2047,DeKalb,Tennessee,35.9728357,-85.80766
2048,Decatur,Tennessee,35.5147939,-84.7902223
2049,Dickson,Tennessee,36.0770048,-87.3877899
2050,Dyer,Tennessee,36.0667348,-88.99395489999999
2051,Fayette,Tennessee,35.1257427,-89.4742177
2052,Fentress,Tennessee,36.37106,-84.8984775
2053,Franklin,Tennessee,35.9250637,-86.8688899
2054,Gibson,Tennessee,35.8753458,-88.846728
2055,Giles,Tennessee,35.0894745,-86.9824288
2056,Grainger,Tennessee,36.3059333,-83.54965659999999
2057,Greene,Tennessee,36.1347943,-82.82097399999999
2058,Grundy,Tennessee,35.4013452,-85.684578
2059,Hamblen,Tennessee,36.2054334,-83.2934086
2060,Hamilton,Tennessee,35.1618966,-85.14793639999999
2061,Hardeman,Tennessee,35.1229172,-89.0179332
2062,Hardin,Tennessee,35.1142443,-88.24611829999999
2063,Hawkins,Tennessee,36.4445545,-82.95015579999999
2064,Haywood,Tennessee,35.593858,-89.2621216
2065,Henderson,Tennessee,35.4392435,-88.641441
2066,Henry,Tennessee,36.2039488,-88.4197705
2067,Hickman,Tennessee,36.1439464,-85.9405429
2068,Houston,Tennessee,35.2414681,-87.91780519999999
2069,Humphreys,Tennessee,36.0245773,-87.7369607
2070,Jackson,Tennessee,35.6145169,-88.81394689999999
2071,Jefferson,Tennessee,36.0417825,-83.46435509999999
2072,Johnson,Tennessee,36.3134397,-82.3534727
2073,Knox,Tennessee,35.9874629,-83.9419784
2074,Lauderdale,Tennessee,35.7838834,-89.6628111
2075,Lawrence,Tennessee,35.2761735,-87.460397
2076,Lewis,Tennessee,35.4962054,-87.5000082
2077,Lincoln,Tennessee,35.1239397,-86.6207943
2078,Loudon,Tennessee,35.7328541,-84.3338112
2079,Macon,Tennessee,35.1531441,-89.4897984
2080,Madison,Tennessee,36.25620019999999,-86.7143516
2081,Marion,Tennessee,35.0928512,-85.64348700000001
2082,Marshall,Tennessee,35.4792517,-86.7818523
2083,Maury,Tennessee,35.6195242,-87.14228949999999
2084,McMinn,Tennessee,35.4037048,-84.6479124
2085,McNairy,Tennessee,35.1183208,-88.55653099999999
2086,Meigs,Tennessee,35.519359,-84.79420909999999
2087,Monroe,Tennessee,36.4370083,-85.24246219999999
2088,Montgomery,Tennessee,36.4960406,-87.460397
2089,Morgan,Tennessee,36.1004285,-84.6479124
2090,Obion,Tennessee,36.2589567,-89.19173529999999
2091,Overton,Tennessee,36.3880346,-85.31362179999999
2092,Perry,Tennessee,35.6786596,-87.89424509999999
2093,Polk,Tennessee,35.1371578,-84.56414699999999
2094,Putnam,Tennessee,36.134602,-85.47880649999999
2095,Roane,Tennessee,35.836117,-84.56414699999999
2096,Robertson,Tennessee,36.5250666,-86.86218269999999
2097,Rutherford,Tennessee,36.1275673,-88.98589880000002
2098,Scott,Tennessee,36.3976209,-84.5222189
2099,Sequatchie,Tennessee,35.1155452,-85.59435309999999
2100,Sevier,Tennessee,35.8271682,-83.5070203
2101,Shelby,Tennessee,35.1268552,-89.9253233
2102,Smith,Tennessee,36.2388468,-85.971322
2103,Stewart,Tennessee,36.3206104,-87.8414143
2104,Sullivan,Tennessee,36.4933147,-82.34518899999999
2105,Sumner,Tennessee,36.4718084,-86.49965460000001
2106,Tipton,Tennessee,35.5217179,-89.7379958
2107,Trousdale,Tennessee,36.396385,-86.15482689999999
2108,Unicoi,Tennessee,36.1953862,-82.3495818
2109,Union,Tennessee,36.4242303,-89.0570096
2110,Warren,Tennessee,35.7115652,-85.80766
2111,Washington,Tennessee,36.3321016,-82.5185837
2112,Wayne,Tennessee,35.282369,-87.77633329999999
2113,Weakley,Tennessee,36.3428865,-88.7108964
2114,White,Tennessee,35.9189882,-85.52002399999999
2115,Williamson,Tennessee,35.9179271,-86.86218269999999
2116,Wilson,Tennessee,36.1626241,-86.2970998
2117,Anderson,Texas,30.4876971,-95.9924515
2118,Andrews,Texas,32.31871580000001,-102.5457155
2119,Angelina,Texas,31.2704698,-94.645035
2120,Aransas,Texas,27.8339158,-97.06109939999999
2121,Atascosa,Texas,29.26483409999999,-98.7348026
2122,Austin,Texas,30.267153,-97.7430608
2123,Bandera,Texas,29.7266131,-99.0736462
2124,Bastrop,Texas,30.1104947,-97.3152701
2125,Bee,Texas,28.3624206,-97.69822719999999
2126,Bell,Texas,31.134411,-97.5247243
2127,Bexar,Texas,29.4200763,-98.5721016
2128,Blanco,Texas,30.0979862,-98.4214095
2129,Bowie,Texas,33.5589953,-97.84864569999999
2130,Brazoria,Texas,29.0444147,-95.5691126
2131,Brazos,Texas,30.6504141,-96.3226072
2132,Brown,Texas,31.7705105,-98.92453429999999
2133,Burleson,Texas,32.5420821,-97.3208492
2134,Burnet,Texas,30.75823759999999,-98.2283585
2135,Caldwell,Texas,30.5313152,-96.69303029999999
2136,Calhoun,Texas,28.4169365,-96.663812
2137,Callahan,Texas,32.2728116,-99.456155
2138,Cameron,Texas,30.8532454,-96.9769304
2139,Camp,Texas,30.9388847,-95.2551498
2140,Cass,Texas,33.09443420000001,-94.315422
2141,Castro,Texas,34.4985047,-102.3463875
2142,Chambers,Texas,29.7524956,-94.6863782
2143,Cherokee,Texas,30.9814776,-98.7083207
2144,Clay,Texas,30.3903626,-96.3441253
2145,Collin,Texas,33.1795213,-96.49297969999999
2146,Colorado,Texas,29.98556,-97.1338899
2147,Comal,Texas,29.8105572,-98.2212979
2148,Comanche,Texas,31.8973693,-98.60365809999999
2149,Concho,Texas,31.3431641,-99.8124935
2150,Cooke,Texas,33.6672185,-97.35165579999999
2151,Coryell,Texas,31.4774358,-97.87216
2152,Crane,Texas,31.3973624,-102.3501419
2153,Crosby,Texas,29.9118885,-95.0621512
2154,Dallam,Texas,36.20745,-102.5298028
2155,Dallas,Texas,32.7766642,-96.79698789999999
2156,Dawson,Texas,31.8940478,-96.71471269999999
2157,DeWitt,Texas,29.1235194,-97.35165579999999
2158,Deaf Smith,Texas,35.0017354,-102.5298028
2159,Delta,Texas,33.3493128,-95.77212039999999
2160,Denton,Texas,33.2148412,-97.13306829999999
2161,Dickens,Texas,33.6217516,-100.836521
2162,Donley,Texas,34.9875355,-100.8903099
2163,Eastland,Texas,32.4015198,-98.81756229999999
2164,Ector,Texas,33.5773281,-96.27331450000001
2165,El Paso,Texas,31.7618778,-106.4850217
2166,Ellis,Texas,32.2619765,-96.83509989999999
2167,Erath,Texas,32.17934040000001,-98.2212979
2168,Falls,Texas,31.1636412,-97.0068393
2169,Fannin,Texas,28.6968366,-97.23669319999999
2170,Fayette,Texas,29.8896442,-96.83509989999999
2171,Floyd,Texas,33.148727,-96.24497799999999
2172,Fort Bend,Texas,29.5692614,-95.81428849999999
2173,Franklin,Texas,31.0260194,-96.4852444
2174,Frio,Texas,28.831355,-99.1013498
2175,Gaines,Texas,32.6987519,-102.7135121
2176,Galveston,Texas,29.3013479,-94.7976958
2177,Gillespie,Texas,30.31499299999999,-98.92453429999999
2178,Goliad,Texas,28.6683252,-97.38832649999999
2179,Gonzales,Texas,29.5016257,-97.4524926
2180,Gray,Texas,35.3352558,-100.8903099
2181,Grayson,Texas,33.7062406,-96.663812
2182,Gregg,Texas,32.4892547,-94.8520636
2183,Grimes,Texas,30.4829853,-95.9832577
2184,Guadalupe,Texas,29.6477307,-97.87216
2185,Hale,Texas,34.1064941,-101.8891721
2186,Hamilton,Texas,31.7037655,-98.1239231
2187,Hansford,Texas,36.31837489999999,-101.4339148
2188,Hardin,Texas,30.15243479999999,-94.73908899999999
2189,Harris,Texas,29.7751825,-95.3102505
2190,Harrison,Texas,32.5539228,-94.315422
2191,Hays,Texas,30.1227118,-97.8722281
2192,Hemphill,Texas,31.3407403,-93.846852
2193,Henderson,Texas,32.1532156,-94.7993802
2194,Hidalgo,Texas,26.1003547,-98.2630684
2195,Hill,Texas,32.0621768,-97.179026
2196,Hockley,Texas,30.026861,-95.8458562
2197,Hood,Texas,32.4296296,-97.8286368
2198,Hopkins,Texas,33.2282942,-95.4777811
2199,Howard,Texas,32.2875944,-101.4339148
2200,Hunt,Texas,30.0710434,-99.3379764
2201,Hutchinson,Texas,35.8031909,-101.4339148
2202,Jack,Texas,33.2560382,-98.2212979
2203,Jackson,Texas,28.9340886,-96.5356449
2204,Jasper,Texas,30.9201995,-93.9965759
2205,Jefferson,Texas,32.7573626,-94.34519259999999
2206,Jim Wells,Texas,27.7841718,-98.04651849999999
2207,Johnson,Texas,32.4133566,-97.35165579999999
2208,Jones,Texas,32.7833435,-99.8124935
2209,Karnes,Texas,28.9089085,-97.87216
2210,Kaufman,Texas,32.5890238,-96.3088693
2211,Kendall,Texas,29.9603413,-98.7481167
2212,Kerr,Texas,30.0945305,-99.456155
2213,Kleberg,Texas,27.4308339,-97.69822719999999
2214,Knox,Texas,33.6734243,-99.8124935
2215,Lamar,Texas,28.1394565,-97.0055455
2216,Lamb,Texas,34.1486153,-102.3463875
2217,Lampasas,Texas,31.06378399999999,-98.18169569999999
2218,Lavaca,Texas,29.33590539999999,-96.83509989999999
2219,Lee,Texas,30.2967161,-96.9638624
2220,Leon,Texas,31.2152685,-95.9832577
2221,Liberty,Texas,30.057993,-94.7954783
2222,Limestone,Texas,31.5461078,-96.663812
2223,Live Oak,Texas,29.5652286,-98.33640249999999
2224,Llano,Texas,30.75934519999999,-98.67503789999999
2225,Lubbock,Texas,33.5778631,-101.8551665
2226,Lynn,Texas,33.1446401,-101.7979613
2227,Madison,Texas,30.9888479,-95.94097099999999
2228,Martin,Texas,32.2364722,-101.9804613
2229,Mason,Texas,30.7487884,-99.230611
2230,Matagorda,Texas,28.691133,-95.96827139999999
2231,Maverick,Texas,29.417705,-98.48963979999999
2232,McCulloch,Texas,31.2016122,-99.2785583
2233,McLennan,Texas,31.5182285,-97.179026
2234,Medina,Texas,29.2987871,-99.0128926
2235,Midland,Texas,31.9973456,-102.0779146
2236,Milam,Texas,31.4324041,-93.8457416
2237,Mitchell,Texas,32.3360516,-100.8903099
2238,Montague,Texas,33.6649474,-97.7205807
2239,Montgomery,Texas,30.3882613,-95.69633549999999
2240,Moore,Texas,29.0552433,-99.0103089
2241,Morris,Texas,33.122847,-94.7691586
2242,Nacogdoches,Texas,31.6035129,-94.6554874
2243,Navarro,Texas,32.0991878,-96.49297969999999
2244,Newton,Texas,30.8485337,-93.7574008
2245,Nueces,Texas,27.7693351,-97.4814163
2246,Oldham,Texas,35.4247226,-102.6216211
2247,Orange,Texas,30.0929879,-93.7365549
2248,Palo Pinto,Texas,32.7679859,-98.2987543
2249,Panola,Texas,32.1920035,-94.315422
2250,Parker,Texas,33.0553975,-96.6219376
2251,Pecos,Texas,31.4229124,-103.4932293
2252,Polk,Texas,30.7150882,-94.81059549999999
2253,Potter,Texas,35.404373,-101.9804613
2254,Rains,Texas,32.9009129,-95.77212039999999
2255,Randall,Texas,34.9020377,-101.7979613
2256,Robertson,Texas,31.0080004,-96.49297969999999
2257,Rockwall,Texas,32.93123360000001,-96.4597089
2258,Rusk,Texas,31.7960064,-95.15022139999999
2259,Sabine,Texas,31.2974233,-93.8248241
2260,San Augustine,Texas,31.5299029,-94.1060282
2261,San Jacinto,Texas,30.5187687,-95.1432068
2262,San Patricio,Texas,27.9544619,-97.77194190000002
2263,Scurry,Texas,32.5187487,-96.3808167
2264,Shelby,Texas,30.0216106,-96.5983064
2265,Smith,Texas,32.3352505,-95.3102505
2266,Starr,Texas,26.6215167,-98.7481167
2267,Stephens,Texas,32.7399935,-98.8400144
2268,Swisher,Texas,34.5532757,-101.7979613
2269,Tarrant,Texas,32.7732044,-97.35165579999999
2270,Taylor,Texas,30.5707551,-97.40944379999999
2271,Terry,Texas,33.0909654,-102.3463875
2272,Titus,Texas,33.2493126,-94.976654
2273,Tom Green,Texas,31.3839017,-100.439656
2274,Travis,Texas,30.2097015,-97.69822719999999
2275,Trinity,Texas,30.94518619999999,-95.375496
2276,Tyler,Texas,32.3512601,-95.30106239999999
2277,Upshur,Texas,32.7099747,-94.976654
2278,Uvalde,Texas,29.20968359999999,-99.7861679
2279,Val Verde,Texas,29.8687682,-101.1617356
2280,Van Zandt,Texas,32.4936974,-95.81428849999999
